;ProductId,RN,price,begintime, endtime, Totalcount, PersonalCount,PersonalDailyCount, saleRate,cashbackRate, SaleBeginTime, SaleEndtime, tag, ItemID1,num1,day1,Accuracy,Damage,KickBack,Weight,FireRate,Ammo,Parts1,Parts2,PaintCnt,Paintid1,Paintid2,Paintid3
426070946,7205,30,0,0,0,5,0,0,35,0,0,0,7205,5,0,0,0,0,0,0,0,0,0,0,0,0,0
426070947,5902,30,0,0,0,5,0,0,35,0,0,0,5902,5,0,0,0,0,0,0,0,0,0,0,0,0,0
426070948,5901,30,0,0,0,10,0,0,35,0,0,0,5901,5,0,0,0,0,0,0,0,0,0,0,0,0,0
426070949,5900,30,0,0,0,10,0,0,35,0,0,0,5900,5,0,0,0,0,0,0,0,0,0,0,0,0,0
426070950,8309,30,0,0,0,20,1,0,35,0,0,0,8309,1,0,0,0,0,0,0,0,0,0,0,0,0,0
426070951,8308,30,0,0,0,15,0,0,35,0,0,0,8308,5,0,0,0,0,0,0,0,0,0,0,0,0,0
426070952,5250,30,0,0,0,65,0,0,35,0,0,0,5250,2,0,0,0,0,0,0,0,0,0,0,0,0,0
426070953,8481,30,0,0,0,65,0,0,35,0,0,0,8481,1,0,0,0,0,0,0,0,0,0,0,0,0,0
426070954,8566,30,0,0,0,65,0,0,35,0,0,0,8566,2,0,0,0,0,0,0,0,0,0,0,0,0,0
426070955,2573,30,0,0,0,10,0,0,35,0,0,0,2573,1,0,0,0,0,0,0,0,0,0,0,0,0,0
426070956,2572,30,0,0,0,10,0,0,35,0,0,0,2572,2,0,0,0,0,0,0,0,0,0,0,0,0,0
